Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	LogCumulativeCost	CostRate	AverageEpSurrCost	StdEpSurrCost	MaxEpSurrCost	MinEpSurrCost	CumulativeSurrCost	LogCumulativeSurrCost	SurrCostRate	CumulativeViolations	LogCumulativeViolations	ViolationRate	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	TestEpLen	Penalty	LogPenalty	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageVcVals	StdVcVals	MaxVcVals	MinVcVals	AverageQcVals	StdQcVals	MaxQcVals	MinQcVals	LossPi	DeltaLossPi	LossV	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time	TotalEnvInteracts
10	-0.06884584	0.17407975	0.3900151	-0.7794476	2.7387462	0.37739232	4.1279135	1.9392829	33.99145	3389.879	3.5301843	2.711903	2.7387462	0.37739232	4.1279135	1.9392829	3389.879	3.5301843	2.711903	1204.0	3.0806265	0.9632	-0.014452516	0.008932179	0.0018049766	-0.02961108	0.0	0.0	0.0	0.0	500.0	2.422325372695923	0.38423247822717654	-0.06739642	0.11316742	0.16530424	-0.6740378	39.08552	7.4838343	58.9988	17.550362	-65.39053	46.536377	84.959785	-82.82374	-0.0013589989	-0.017476656	0.0033555164	-0.00031414098	1.359158	0.018899739	0.0045	2.0	31.013816833496094	44000
11	-0.08535415	0.1913192	0.30888456	-0.9021695	2.795343	0.33975327	3.6864424	2.1212888	34.086956	3711.3433	3.5695312	2.7109885	2.795343	0.33975327	3.6864424	2.1212888	3711.3433	3.5695312	2.7109885	1319.0	3.1202447	0.963477	-0.0020630416	0.0085575245	0.00905189	-0.014418594	0.0	0.0	0.0	0.0	500.0	2.4658408164978027	0.39196503708209435	-0.064123675	0.11605679	0.2654198	-0.6005113	43.348583	8.900997	67.03354	20.191277	-74.223076	45.995476	91.81552	-89.49246	-0.0013482817	-0.015678346	0.0032777544	-0.00025545136	1.3482256	0.020909104	0.00525	2.0	33.82946491241455	48000
12	-0.08682695	0.33252078	0.27176654	-3.0351458	2.9235618	0.38978034	3.9905305	1.986495	35.5	4032.935	3.6056213	2.7194438	2.9235618	0.38978034	3.9905305	1.986495	4032.935	3.6056213	2.7194438	1429.0	3.1550322	0.96358734	0.003969666	0.004876823	0.01120307	-0.004890469	0.0	0.0	0.0	0.0	500.0	2.50972056388855	0.39962536916348257	-0.07909559	0.17130029	0.19766043	-1.4048427	47.851093	10.065004	74.67679	24.153364	-80.42313	46.90763	98.56918	-96.0614	-0.0013338551	-0.015631892	0.014598434	-0.0047801207	1.3341389	0.022788676	0.00625	2.0	36.70190644264221	52000
13	-0.08380961	0.16889204	0.24847022	-0.9933534	2.9041498	0.40029025	3.879202	1.9521403	35.654545	4352.3916	3.638728	2.725355	2.9041498	0.40029025	3.879202	1.9521403	4352.3916	3.638728	2.725355	1539.0	3.1872387	0.9636819	0.0053920504	0.0025510145	0.011594813	0.0024933962	0.0	0.0	0.0	0.0	500.0	2.5540661811828613	0.40723214654921913	-0.079810806	0.1390639	0.18866774	-0.915252	52.319134	11.580641	82.219864	21.74134	-90.061035	44.05718	105.26214	-102.57191	-0.0013201721	-0.012473845	0.0042832326	-0.0007343048	1.3202174	0.024935279	0.00875	2.0	39.58256506919861	56000
14	-0.08182088	0.19244435	0.32977602	-1.5274342	2.8965828	0.425545	4.066545	2.2058353	35.55856	4673.912	3.6696806	2.730089	2.8965828	0.425545	4.066545	2.2058353	4673.912	3.6696806	2.730089	1650.0	3.217484	0.96378505	0.0080454685	0.0045694252	0.016191754	-0.00077297806	0.0	0.0	0.0	0.0	500.0	2.5988173484802246	0.41477575724835763	-0.07277253	0.116083175	0.17346562	-1.3192774	54.520798	12.258822	86.55358	25.826355	-94.86401	49.541855	111.93142	-109.05985	-0.0013065655	-0.010296471	0.005006234	-0.0004472994	1.3064466	0.026559148	0.00975	2.0	42.41512608528137	60000
15	-0.08525155	0.20293872	0.29428083	-1.3541517	3.056807	0.38168317	4.1181355	2.2443442	36.71698	4999.963	3.6989667	2.7442167	3.056807	0.38168317	4.1181355	2.2443442	4999.963	3.6989667	2.7442167	1756.0	3.2445245	0.96377605	0.01872119	0.0036386617	0.023516247	0.010974882	0.0	0.0	0.0	0.0	500.0	2.643935203552246	0.4222508074382114	-0.07601512	0.14046806	0.20579389	-1.135341	55.954292	12.784876	84.97928	26.86858	-99.5438	52.336426	118.592354	-115.54064	-0.0012909984	-0.008793037	0.004643197	-0.0006366648	1.2910117	0.026522655	0.01025	2.0	45.26033329963684	64000
16	-0.073910855	0.16705637	0.21321593	-0.81032896	2.954678	0.37837106	4.0447884	2.061314	36.19266	5322.0225	3.7260766	2.750399	2.954678	0.37837106	4.0447884	2.061314	5322.0225	3.7260766	2.750399	1865.0	3.2706788	0.9638243	0.022539474	0.0037409256	0.028362771	0.016590096	0.0	0.0	0.0	0.0	500.0	2.689547538757324	0.42967922500288735	-0.06326354	0.12199431	0.16644724	-0.889851	56.45685	13.684052	89.471344	25.646458	-105.59219	54.685658	125.1446	-121.91488	-0.0012821052	-0.0047982824	0.0029677183	-0.0005129846	1.282094	0.025396269	0.0072500003	2.0	48.09875464439392	68000
17	-0.05552553	0.18203075	0.31320485	-1.0411941	3.089317	0.38770616	4.216458	2.2407894	36.831776	5652.6997	3.752256	2.7655087	3.089317	0.38770616	4.216458	2.2407894	5652.6997	3.752256	2.7655087	1972.0	3.2949069	0.96477497	0.022035591	0.0010199513	0.023215212	0.020677453	0.0	0.0	0.0	0.0	500.0	2.7355079650878906	0.43703798366793245	-0.07100776	0.10997235	0.17192145	-0.9456072	57.951405	14.01578	91.0	25.38577	-112.79998	54.98147	131.65825	-128.25227	-0.0012665484	-0.0031806435	0.0048479647	-0.0005050446	1.266555	0.022026122	0.0047500003	2.0	51.00499153137207	72000
18	-0.07827424	0.21857285	0.43207806	-0.99448997	3.1104412	0.38764647	4.0665026	2.288134	38.401962	5971.463	3.7760806	2.7774246	3.1104412	0.38764647	4.0665026	2.288134	5971.463	3.7760806	2.7774246	2074.0	3.3168087	0.96465117	-0.030407675	0.0036051618	-0.021903785	-0.034625072	0.0	0.0	0.0	0.0	500.0	2.7819228172302246	0.44434507658485434	-0.06430476	0.16636239	0.20781057	-1.5301468	58.48345	14.240392	90.03305	26.533167	-121.39467	54.83689	138.0818	-134.50084	-0.0012554042	-0.004340331	0.0092300065	-0.0043940553	1.2554495	0.017176263	0.0045	2.0	54.01105451583862	76000
19	-0.12679802	0.31796202	0.39965388	-1.9843577	3.1449935	0.40794292	4.166675	2.1171913	39.37	6285.963	3.7983718	2.7888033	3.1449935	0.40794292	4.166675	2.1171913	6285.963	3.7983718	2.7888033	2174.0	3.3372595	0.9645075	0.9618507	0.015249415	0.98706025	0.94361013	3.2294087	0.3557962	3.8725967	2.6330938	328.5	2.828770399093628	0.45159769879905726	-0.100652695	0.1684909	0.26142457	-1.0491912	58.99873	14.960369	92.53668	27.0	-123.593445	61.47327	144.47346	-140.7177	-0.0012452891	-0.0039000683	0.011504711	-0.0017420434	1.2451352	0.019423243	0.01825	3.0	56.728233337402344	80000
20	-0.043655485	0.3821042	1.27778	-1.7260293	3.335768	0.47831076	4.9721174	2.1906161	40.333332	6609.094	3.820142	2.8076017	3.335768	0.47831076	4.9721174	2.1906161	6609.094	3.820142	2.8076017	2270.0	3.356026	0.96431607	2.0072227	0.09064772	2.1609485	1.9123439	4.055391	0.29334575	4.4458256	3.4764442	408.25	2.8760437965393066	0.4587954952193719	-0.097711936	0.2055614	0.2217818	-1.1166937	59.876366	14.966405	90.27315	25.0	-134.64514	53.380016	151.07806	-147.14774	-0.0012378097	-0.038979664	0.026212525	-0.0072606057	1.2376903	0.015156536	0.15875	74.0	59.70327544212341	84000
21	-0.090304434	0.3650159	0.7250291	-1.4884299	3.4315226	0.477797	4.745136	2.5420165	42.72826	6924.794	3.840407	2.8264465	3.4315226	0.477797	4.745136	2.5420165	6924.794	3.840407	2.8264465	2362.0	3.3732798	0.96408165	1.9076303	0.14562799	2.1695602	1.6875174	3.942778	0.13793214	4.2278595	3.7948055	380.625	2.923884391784668	0.46596019694431734	-0.07699215	0.26736838	0.48994422	-1.6243348	59.50453	13.041079	95.0	28.159653	-136.11584	63.6433	157.59924	-153.49539	-0.0012140218	-0.010491181	0.01664565	-0.0033793817	1.2139548	0.02555459	0.0045	3.0	62.50189208984375	88000
22	-0.14342296	0.52184325	1.9696945	-2.5481598	3.413175	0.5263639	5.3910213	2.5424862	42.35484	7242.2197	3.8598716	2.8434315	3.413175	0.5263639	5.3910213	2.5424862	7242.2197	3.8598716	2.8434315	2455.0	3.3900516	0.96387905	1.948281	0.025334325	1.9907804	1.9101074	3.712813	0.22249657	4.0855904	3.455202	304.875	2.972317934036255	0.4730952618895428	-0.10738048	0.24397668	0.357652	-1.5647175	60.79408	13.44975	91.16235	25.828636	-147.35443	53.96806	164.00476	-159.72855	-0.0012081414	-0.010728685	0.04237798	-0.007741818	1.2080419	0.030495964	0.009500001	2.0	65.21067881584167	92000
23	-0.10864299	0.47773528	1.1185207	-2.0719018	3.5126886	0.54350686	4.835811	2.427287	43.57143	7561.874	3.8786294	2.8621778	3.5126886	0.54350686	4.835811	2.427287	7561.874	3.8786294	2.8621778	2546.0	3.4058585	0.9636639	1.7686912	0.012317243	1.7924918	1.7479023	3.8370945	0.3020303	4.3086605	3.4448586	281.875	3.021259307861328	0.4801880013872703	-0.15107176	0.35984123	0.6808384	-1.9438815	60.92193	13.665815	93.81793	26.256025	-150.34966	64.17041	170.37955	-165.9314	-0.0011931807	-0.005897237	0.03336938	-0.0068524433	1.1932743	0.018035524	0.0005	1.0	67.9027464389801	96000
24	-0.03740122	0.4860267	1.0752163	-2.4165463	3.685033	0.5243947	5.166641	2.668919	44.96552	7882.4717	3.8966625	2.884183	3.685033	0.5243947	5.166641	2.668919	7882.4717	3.8966625	2.884183	2633.0	3.420451	0.9634102	1.6165673	0.027230604	1.6461935	1.5822805	3.7920287	0.26019078	4.1743927	3.442274	260.375	3.070744514465332	0.48724368470306734	-0.07565672	0.25520065	0.5344615	-1.5790632	61.7865	13.506076	92.52669	29.0	-157.99957	58.364063	176.65009	-172.03076	-0.001182545	-0.0069806725	0.028392388	-0.003296723	1.1825247	0.021090055	0.002	1.0	70.648690700531	100000
25	-0.021116313	0.39549005	1.3717414	-1.5336	3.6026347	0.5280321	5.1358504	2.4832506	44.066666	8206.709	3.914169	2.9029746	3.6026347	0.5280321	5.1358504	2.4832506	8206.709	3.914169	2.9029746	2723.0	3.4350476	0.9632119	1.5604215	0.02449475	1.5988677	1.5256537	3.831416	0.26112044	4.150711	3.3668957	247.375	3.1208677291870117	0.4942753624809345	-0.022958685	0.29092082	0.6333617	-1.5595193	62.835297	13.89844	92.45484	29.0	-165.10938	62.58175	182.84993	-178.0605	-0.001184715	-0.0055367826	0.025516443	-0.003809194	1.1846137	0.021694764	0.00125	1.0	73.35862326622009	104000
26	-0.031188	0.6126507	1.3676436	-1.8606154	3.7902317	0.54862356	5.334829	2.8293204	45.845238	8526.785	3.9307854	2.9251406	3.7902317	0.54862356	5.334829	2.8293204	8526.785	3.9307854	2.9251406	2807.0	3.4482424	0.9629502	1.5141182	0.032183994	1.5771002	1.4750413	6.8465347	0.85956115	8.626232	5.6178737	232.5	3.1714746952056885	0.501261250566723	-0.07711145	0.3313434	0.66693866	-1.6672688	62.93624	14.240246	92.499374	29.533937	-166.88039	68.16239	188.98657	-184.02805	-0.0011709444	-0.004496539	0.041848302	-0.004609439	1.1708978	0.021693543	0.0034999999	1.0	76.05160546302795	108000
27	0.043698676	0.61902165	1.6508846	-2.7511628	3.978012	0.6096182	5.6763377	2.713179	47.719513	8852.982	3.9470897	2.9500108	3.978012	0.6096182	5.6763377	2.713179	8852.982	3.9470897	2.9500108	2889.0	3.4607475	0.9626791	1.5441127	0.03515595	1.5919935	1.4850976	24.751472	2.1554844	28.017496	21.728079	219.25	3.222679853439331	0.5082171640942142	-0.019287784	0.35770884	0.9422431	-1.824277	63.420403	13.937197	95.0	31.0	-174.39476	69.09041	195.0798	-189.95224	-0.0011581928	-0.006367143	0.039102525	-0.0030642138	1.1582248	0.02297848	0.00325	1.0	78.75257325172424	112000
28	0.17519511	0.6924009	2.1604378	-1.6358564	4.198399	0.884339	6.874226	2.5045428	48.209877	9193.053	3.9634597	2.9789543	4.198399	0.884339	6.874226	2.5045428	9193.053	3.9634597	2.9789543	2970.0	3.4727564	0.96241087	1.8747996	0.07780331	2.024446	1.7728101	20.85637	1.3523797	22.349442	18.368242	188.375	3.274573564529419	0.5151547514636503	-0.0013337354	0.34671426	1.0574237	-1.5552428	63.619514	14.351639	94.0	29.0	-182.409	65.45515	201.11447	-195.81845	-0.0011494532	-0.0055706725	0.0746322	-0.016251575	1.1495094	0.023026384	0.00425	1.0	81.41747856140137	116000
29	0.11430852	0.8707454	2.2093656	-3.1979423	4.413702	1.0243257	8.568452	2.7168984	52.24	9524.08	3.978823	3.009188	4.413702	1.0243257	8.568452	2.7168984	9524.08	3.978823	3.009188	3045.0	3.4835873	0.9620853	2.0369172	0.0502344	2.1220415	1.9811236	13.675383	1.2689427	15.146889	11.24609	165.5	3.327251672744751	0.5220856520712471	0.063105166	0.45998344	1.5278618	-1.81601	63.16814	14.117155	97.0	29.0	-186.54877	66.56163	207.06665	-201.60312	-0.0011283327	-0.0052810432	0.0896157	-0.018990485	1.1283112	0.023046432	0.00225	1.0	84.06776142120361	120000
30	0.17799878	0.8551056	2.6671147	-2.218838	4.4044213	1.1161315	9.254536	3.0908923	50.44156	9863.221	3.9940188	3.0385768	4.4044213	1.1161315	9.254536	3.0908923	9863.221	3.9940188	3.0385768	3122.0	3.494433	0.96179914	1.9955262	0.02116808	2.0334857	1.9676316	10.512953	0.65388364	11.607529	9.610422	152.0	3.380781412124634	0.529017091920172	0.12739024	0.3504912	1.2951084	-1.6357192	64.59986	14.559444	96.0	29.0	-197.18715	53.203724	213.00989	-207.37894	-0.0011312533	-0.004483929	0.10588133	-0.012859237	1.1313384	0.023502653	0.00525	1.0	86.71968364715576	124000
31	0.43522155	1.0338491	3.246977	-3.8838348	4.680561	1.2169181	9.841734	3.0268102	52.364864	10211.172	4.0090756	3.071953	4.680561	1.2169181	9.841734	3.0268102	10211.172	4.0090756	3.071953	3196.0	3.5046067	0.9614922	1.9771916	0.048486196	2.0719788	1.9242467	9.296016	0.49530527	9.815771	8.476729	142.625	3.435032606124878	0.5359308638389179	0.11245557	0.49293366	1.8694974	-2.1837645	65.18809	14.451453	94.00988	27.0	-195.03015	78.694595	218.91008	-213.11229	-0.0011098012	-0.0041782	0.1564191	-0.03168792	1.1098348	0.021375876	0.0047500003	1.0	89.35326027870178	128000
32	0.4623926	0.9145709	3.142972	-2.6229284	5.2256393	1.6640766	10.588249	2.5013313	55.8	10577.187	4.02437	3.1127682	5.2256393	1.6640766	10.588249	2.5013313	10577.187	4.02437	3.1127682	3266.0	3.5140162	0.9611536	1.8638481	0.081162244	1.9996524	1.7072282	8.094181	0.37004176	8.808523	7.592758	135.25	3.4901208877563477	0.5428404699323206	0.19411962	0.45833123	1.6304954	-2.754675	65.26967	14.677773	96.0	25.0	-206.35081	64.050766	224.78731	-218.82256	-0.0010992475	-0.00431769	0.12253944	-0.020346086	1.0992767	0.018284813	0.00525	1.0	91.96959018707275	132000
33	0.70211583	1.1652339	3.260191	-2.9117622	5.969472	2.710965	15.957441	2.924831	59.984615	10966.355	4.0400624	3.1630676	5.969472	2.710965	15.957441	2.924831	10966.355	4.0400624	3.1630676	3331.0	3.5225747	0.960773	1.7745109	0.10817753	1.9321725	1.6233959	7.440113	0.29551727	7.810155	6.8896637	129.5	3.5463216304779053	0.5497781210018962	0.34640563	0.5045186	2.2155538	-2.335148	64.60537	14.336137	95.0	26.363264	-214.4423	57.474182	230.62535	-224.49397	-0.0010765493	-0.004264306	0.15560922	-0.018528473	1.0765417	0.01720925	0.0065	1.0	94.65794134140015	136000
34	1.3843497	1.4758717	7.4776	-1.1106033	7.4072366	4.8288097	35.07227	3.2167401	63.836067	11418.197	4.0575976	3.2327852	7.4072366	4.8288097	35.07227	3.2167401	11418.197	4.0575976	3.2327852	3392.0	3.5304558	0.9603624	1.593765	0.14190084	1.7345518	1.3493443	6.6328964	0.22650474	6.972865	6.2621465	120.625	3.6039350032806396	0.5567769499066089	0.6052678	0.4999303	2.3122864	-1.7445985	66.505	14.169852	96.96409	29.0	-215.76784	73.57883	236.42181	-230.12415	-0.0010662992	-0.01086398	0.28417438	-0.053249255	1.0662651	0.023024417	0.07525	2.0	97.27669930458069	140000
35	2.7725196	2.13632	7.607491	-0.27994156	9.109995	6.978499	34.07092	1.8589268	76.69388	11866.234	4.074313	3.3099678	9.109995	6.978499	34.07092	1.8589268	11866.234	4.074313	3.3099678	3441.0	3.5366848	0.9598326	1.722343	0.1173089	1.8597138	1.5309775	4.1598644	0.27816954	4.6222343	3.8236017	119.0	3.663435459136963	0.5638885447251456	0.9216931	0.670567	3.1763601	-0.97369796	65.19722	12.7632885	96.0	29.83615	-220.38197	78.71902	242.37402	-235.91077	-0.0010255715	-0.08754619	0.5113574	-0.1549707	1.0255675	-0.02134367	0.374	79.0	100.09603881835938	144000
36	2.952134	2.0610843	8.451718	-1.862984	6.9437947	4.653611	21.880243	1.9203377	84.90909	12186.6875	4.0858855	3.354442	6.9437947	4.653611	21.880243	1.9203377	12186.6875	4.0858855	3.354442	3485.0	3.5422027	0.9592623	1.5475249	0.10446194	1.7029773	1.4026519	4.138923	0.34803298	4.624223	3.6545162	117.0	3.7250289916992188	0.5711296571879343	1.4617983	0.8803041	4.391114	-0.9818568	63.684937	10.50306	94.0	29.0	-223.9002	85.84785	248.32564	-241.69676	-0.0009884364	-0.014927946	0.3316369	-0.050012432	0.9884441	0.037597343	0.00375	2.0	102.72282457351685	148000
37	3.4803917	2.4851923	9.362995	-0.6447699	8.299216	7.5160813	33.709335	1.7962646	85.47727	12552.763	4.098739	3.41015	8.299216	7.5160813	33.709335	1.7962646	12552.763	4.098739	3.41015	3529.0	3.5476518	0.95870686	1.5176125	0.19478735	1.8843108	1.3236642	4.209535	0.22608633	4.536602	3.8912892	115.125	3.787505865097046	0.5783533140324237	1.6877904	1.0037106	5.364346	-0.9038909	64.763435	11.043543	94.0	28.0	-231.30139	78.00595	254.18756	-247.39389	-0.000990117	-0.010951093	0.44834897	-0.07330583	0.9901129	0.030492762	0.00175	1.0	105.37520861625671	152000
38	3.26351	2.198108	8.690429	-1.5685349	7.627802	6.4392548	26.949154	1.8811302	89.37209	12883.91	4.110048	3.4559846	7.627802	6.4392548	26.949154	1.8811302	12883.91	4.110048	3.4559846	3572.0	3.5529115	0.9581545	1.6227262	0.084877245	1.8041596	1.5406443	4.1798763	0.2579661	4.528518	3.7373748	112.25	3.8513050079345703	0.5856079143686418	1.6884986	1.0187293	5.927901	-0.82804334	65.90261	11.418756	97.0	27.775642	-238.42664	76.4489	260.04895	-253.09044	-0.0009783991	-0.009900317	0.3169778	-0.05583278	0.9784099	0.03710827	0.00275	1.0	107.9649932384491	156000
39	2.705204	1.981822	7.9388494	-1.1983355	6.7869925	5.8409963	23.086996	1.8180714	84.51111	13196.974	4.1204743	3.494036	6.7869925	5.8409963	23.086996	1.8180714	13196.974	4.1204743	3.494036	3617.0	3.5583484	0.9576383	1.4096256	0.16162463	1.6812594	1.1357037	4.0285816	0.35338297	4.4571023	3.4624743	110.875	3.915891408920288	0.5928306399338077	1.7719407	1.2536385	5.536447	-0.9970143	66.29325	12.5022135	95.0	30.93711	-238.59007	91.97942	265.87027	-258.74625	-0.0009811409	-0.0076005924	0.3321129	-0.057342753	0.98114794	0.037294537	0.0039999997	1.0	110.55101156234741	160000
