Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	LogCumulativeCost	CostRate	AverageEpSurrCost	StdEpSurrCost	MaxEpSurrCost	MinEpSurrCost	CumulativeSurrCost	LogCumulativeSurrCost	SurrCostRate	CumulativeViolations	LogCumulativeViolations	ViolationRate	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	TestEpLen	Penalty	LogPenalty	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageVcVals	StdVcVals	MaxVcVals	MinVcVals	AverageQcVals	StdQcVals	MaxQcVals	MinQcVals	LossPi	DeltaLossPi	LossV	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time	TotalEnvInteracts
11	4.558959	5.7841387	16.827917	-2.5403879	0.125	0.3307189	1.0	0.0	481.125	260.0	2.4149733	0.8176101	0.125	0.3307189	1.0	0.0	260.0	2.4149733	0.8176101	260.0	2.4149733	0.8176101	0.76970804	0.031294994	0.8292091	0.73080266	0.0	0.0	0.0	0.0	500.0	2.4915401935577393	0.39646789760763146	0.7217393	1.2060775	5.8307767	-4.437042	0.035125107	0.010966202	0.08024328	0.0005684386	0.03369085	0.022555219	0.13869481	-0.023241797	-0.0012548119	-0.005764559	0.5395444	-0.09868242	1.2547891	0.008633956	0.11675	79.0	38.73093366622925	48000
12	1.533892	3.8855896	8.273231	-2.6558409	0.0	0.0	0.0	0.0	500.0	260.0	2.4149733	0.797546	0.0	0.0	0.0	0.0	260.0	2.4149733	0.797546	260.0	2.4149733	0.797546	3.8713639	0.17495447	4.044926	3.5244434	0.0	0.0	0.0	0.0	500.0	2.5333352088928223	0.4036926590919848	0.68557787	0.99499655	5.0208917	-4.0299177	0.0292104	0.01292671	0.07144537	0.0	0.037841775	0.029071847	0.1805335	-0.018397268	-0.0012703035	-0.015628155	0.46563745	-0.1521068	1.270333	0.0150599	0.18175	8.0	41.90404987335205	52000
13	8.344651	6.577458	18.726322	-0.78395295	0.5	0.5	1.0	0.0	411.75	264.0	2.421604	0.7833828	0.5	0.5	1.0	0.0	264.0	2.421604	0.7833828	264.0	2.421604	0.7833828	7.910426	0.23237358	8.318153	7.573823	0.0	0.0	0.0	0.0	500.0	2.5710716247558594	0.4101141753604629	0.19961289	1.7747493	6.3907924	-6.4834785	0.016565818	0.013470927	0.08629646	0.0	0.026767405	0.025199493	0.12742276	-0.030087793	-0.001434688	-0.0052895388	1.4084518	-0.5649116	1.4346873	0.0071466053	0.05375	79.0	45.27858090400696	56000
14	11.768469	10.466088	32.991383	-9.048938	0.4	0.48989797	1.0	0.0	387.6	268.0	2.4281347	0.76790833	0.4	0.48989797	1.0	0.0	268.0	2.4281347	0.76790833	268.0	2.4281347	0.76790833	8.680805	0.20998938	9.028816	8.415991	0.0	0.0	0.0	0.0	500.0	2.6083412170410156	0.41636440415527187	1.8238885	2.0443475	8.150889	-4.96398	0.014306769	0.015021281	0.06533487	0.0	0.051250968	0.023223259	0.165222	0.0016813781	-0.0014677197	-0.009574401	1.3948467	-0.29216498	1.467711	0.015065916	0.1515	42.0	48.515589237213135	60000
15	7.8512487	6.709622	18.448744	-0.4574788	0.5555556	0.49690402	1.0	0.0	371.77777	273.0	2.4361627	0.7562327	0.5555556	0.49690402	1.0	0.0	273.0	2.4361627	0.7562327	273.0	2.4361627	0.7562327	6.8795104	0.08417498	6.9715824	6.7257032	0.0	0.0	0.0	0.0	500.0	2.644697904586792	0.4223760711296677	2.5644376	2.3035543	9.252474	-3.56506	0.043523703	0.015678637	0.09499714	0.0046512657	0.044796668	0.019907257	0.15254007	-0.011029737	-0.0014661811	-0.011149618	1.0420833	-0.36388522	1.4661497	0.0076893084	0.10175	79.0	51.865816831588745	64000
16	8.993368	4.12528	16.449047	2.7151053	0.90909094	0.2874798	1.0	0.0	256.18182	283.0	2.4517865	0.75265956	0.90909094	0.2874798	1.0	0.0	283.0	2.4517865	0.75265956	283.0	2.4517865	0.75265956	6.0963526	0.30962327	6.5618653	5.692892	0.0	0.0	0.0	0.0	500.0	2.6811435222625732	0.4283200624940102	1.6650294	2.0346293	6.2682285	-5.532447	0.031138916	0.017820278	0.08025594	0.0	0.028005224	0.019437797	0.1052821	-0.0132681485	-0.0016072225	-0.013587363	1.2286657	-0.4698523	1.607229	0.010269616	0.0945	79.0	55.18179416656494	68000
17	9.790835	3.5665753	14.92249	4.1902165	0.125	0.3307189	1.0	0.0	493.625	284.0	2.4533184	0.7376623	0.125	0.3307189	1.0	0.0	284.0	2.4533184	0.7376623	284.0	2.4533184	0.7376623	5.210431	0.3091096	5.787324	4.846193	0.0	0.0	0.0	0.0	500.0	2.719306707382202	0.4344581939102501	2.9444408	1.5384201	6.6345873	-2.8960226	0.03000271	0.01744826	0.077920936	0.0	0.031799935	0.02091802	0.12481589	-0.01999771	-0.0013623275	-0.0038528573	0.75299704	-0.410564	1.3623307	0.015066872	0.20324999	13.0	58.30348038673401	72000
18	8.462205	4.3748465	14.459244	2.647256	0.0	0.0	0.0	0.0	500.0	284.0	2.4533184	0.7226463	0.0	0.0	0.0	0.0	284.0	2.4533184	0.7226463	284.0	2.4533184	0.7226463	30.92126	0.74027354	32.12636	29.945044	0.0	0.0	0.0	0.0	500.0	2.754844903945923	0.44009715336693134	1.9330285	1.1569238	6.152123	-2.888588	0.024194008	0.016515888	0.0771182	0.0	0.029785423	0.021803945	0.14667071	-0.014132824	-0.0012837043	-0.020163879	0.46977937	-0.19992891	1.2837054	0.007413946	0.121	79.0	61.60739207267761	76000
19	21.439796	9.874581	38.244682	3.919251	0.44444445	0.49690402	1.0	0.0	381.44446	288.0	2.4593925	0.7111111	0.44444445	0.49690402	1.0	0.0	288.0	2.4593925	0.7111111	288.0	2.4593925	0.7111111	24.990044	0.3679644	25.434114	24.460117	0.0	0.0	0.0	0.0	500.0	2.78714656829834	0.44515980765462937	2.723881	1.9444289	7.030007	-3.1467986	0.024136543	0.015859922	0.077109106	0.0	0.036604606	0.020850437	0.14210099	-0.026479004	-0.0013575096	-0.005042754	1.7620301	-0.75054795	1.357512	0.0063108746	0.091000006	79.0	64.96320152282715	80000
20	25.7674	9.801033	39.501526	7.3414726	0.0	0.0	0.0	0.0	500.0	288.0	2.4593925	0.69733655	0.0	0.0	0.0	0.0	288.0	2.4593925	0.69733655	288.0	2.4593925	0.69733655	46.24175	0.6178295	47.383907	45.299442	0.0	0.0	0.0	0.0	500.0	2.819457769393921	0.45016559399209977	4.974182	1.5169126	7.7602315	0.36837584	0.039057985	0.025018375	0.10782236	0.0	0.040071953	0.020371603	0.124115035	-0.0024449956	-0.0012219697	-0.008362557	0.9539708	-0.24910523	1.2219944	0.015017043	0.15325001	8.0	68.10705852508545	84000
21	31.138493	7.465102	42.02753	17.740633	0.5	0.5	1.0	0.0	408.75	292.0	2.4653828	0.6886792	0.5	0.5	1.0	0.0	292.0	2.4653828	0.6886792	292.0	2.4653828	0.6886792	39.067955	0.78913885	39.962246	37.524193	0.0	0.0	0.0	0.0	500.0	2.8488407135009766	0.4546681673224967	5.3434954	2.0523555	10.7110615	-1.448098	0.02351326	0.018036943	0.07546866	0.0	0.037069768	0.017172199	0.112127416	-0.004765262	-0.0012819096	-0.008424343	1.530812	-0.60920775	1.2818902	0.010124726	0.1065	79.0	71.46535468101501	88000
22	28.422646	7.1181827	39.994846	12.96657	0.25	0.4330127	1.0	0.0	432.0	294.0	2.4683473	0.67741936	0.25	0.4330127	1.0	0.0	294.0	2.4683473	0.67741936	294.0	2.4683473	0.67741936	40.10601	0.84453326	41.34189	38.648067	0.0	0.0	0.0	0.0	500.0	2.878939151763916	0.45923248588105914	6.764972	2.1746724	11.589086	0.2076579	0.03769097	0.016725048	0.09226662	0.00067791366	0.031131977	0.019249741	0.091998205	-0.014959338	-0.0012896508	-0.008300446	0.83478713	-0.18650392	1.2896614	0.019841991	0.088	8.0	74.56807518005371	92000
23	27.53925	10.904902	40.652294	10.314774	0.25	0.4330127	1.0	0.0	478.125	296.0	2.4712918	0.6666667	0.25	0.4330127	1.0	0.0	296.0	2.4712918	0.6666667	296.0	2.4712918	0.6666667	45.9759	0.6734003	46.778076	44.908936	0.0	0.0	0.0	0.0	500.0	2.908104419708252	0.4636099964404139	6.5495844	2.3280592	11.20842	0.39763415	0.029588247	0.02572305	0.09290889	0.0	0.03624954	0.020323565	0.13225836	-0.0050443653	-0.0012844466	-0.0063057877	0.99306566	-0.23365602	1.2844396	0.006154534	0.107250005	79.0	77.89901185035706	96000
24	37.350334	8.070664	46.065815	18.969828	0.125	0.3307189	1.0	0.0	494.375	297.0	2.4727564	0.65562916	0.125	0.3307189	1.0	0.0	297.0	2.4727564	0.65562916	297.0	2.4727564	0.65562916	41.962814	0.51572573	42.694267	41.093513	0.0	0.0	0.0	0.0	500.0	2.9364476203918457	0.4678222584132097	7.049923	2.5077443	11.165221	1.5425936	0.02881718	0.022716023	0.07605279	0.0	0.032230686	0.019321835	0.11856305	-0.007357617	-0.0012501441	-0.004576709	1.1233218	-0.20716035	1.250176	0.015753638	0.114250004	6.0	81.02937245368958	100000
25	29.976969	7.410322	39.66321	15.7864685	0.25	0.4330127	1.0	0.0	477.625	299.0	2.4756713	0.6457883	0.25	0.4330127	1.0	0.0	299.0	2.4756713	0.6457883	299.0	2.4756713	0.6457883	45.608498	0.6818218	46.446278	44.588818	0.0	0.0	0.0	0.0	500.0	2.963168144226074	0.47175629610969716	7.311817	2.1068904	11.023598	-0.17348246	0.024647439	0.018575765	0.07254923	0.0	0.027962718	0.018534586	0.11022566	-0.016251579	-0.0013162941	-0.0027056448	0.8364955	-0.30663413	1.3162872	0.010165034	0.109	79.0	84.36528301239014	104000
26	35.39307	3.9771106	42.382072	28.51402	0.125	0.3307189	1.0	0.0	480.125	300.0	2.4771214	0.63559324	0.125	0.3307189	1.0	0.0	300.0	2.4771214	0.63559324	300.0	2.4771214	0.63559324	47.181564	0.58553976	47.8219	46.18406	0.0	0.0	0.0	0.0	500.0	2.9893381595611572	0.4755750460277428	6.796248	1.7802662	10.5885515	1.700359	0.028445717	0.0200707	0.07888667	0.00081460713	0.028585628	0.015922744	0.09686746	-0.024646552	-0.0011924691	-0.0058299806	0.8183063	-0.22394237	1.1924639	0.0063493024	0.0995	79.0	87.70630502700806	108000
27	38.53459	5.798682	47.7536	31.18072	0.0	0.0	0.0	0.0	500.0	300.0	2.4771214	0.625	0.0	0.0	0.0	0.0	300.0	2.4771214	0.625	300.0	2.4771214	0.625	58.46232	1.0892335	60.269035	57.42113	0.0	0.0	0.0	0.0	500.0	3.014101266860962	0.47915783951812857	7.755128	1.966604	11.606308	1.6917661	0.032846007	0.014697414	0.07888833	0.0002413467	0.030569512	0.019015972	0.122481115	-0.02978771	-0.0011703437	-0.0097170025	0.78435415	-0.110840775	1.170341	0.016543526	0.18575	5.0	90.92701268196106	112000
28	45.514988	14.771918	63.60466	19.91921	0.375	0.48412293	1.0	0.0	424.875	303.0	2.4814427	0.6171079	0.375	0.48412293	1.0	0.0	303.0	2.4814427	0.6171079	303.0	2.4814427	0.6171079	55.67025	0.64960253	56.628635	54.561916	0.0	0.0	0.0	0.0	500.0	3.036611318588257	0.48238920647372013	8.128546	2.1481004	11.90835	2.1027386	0.029598763	0.02227307	0.08310215	0.0	0.02619961	0.02346924	0.090841345	-0.029857293	-0.0010867864	-0.005063314	1.9690436	-0.7776677	1.0867815	0.01640342	0.1755	5.0	94.0861074924469	116000
29	50.552185	4.477898	56.301914	43.018543	0.0	0.0	0.0	0.0	500.0	303.0	2.4814427	0.60721445	0.0	0.0	0.0	0.0	303.0	2.4814427	0.60721445	303.0	2.4814427	0.60721445	64.225365	0.8297876	65.55738	63.144817	0.0	0.0	0.0	0.0	500.0	3.0599520206451416	0.4857146168958217	9.889319	2.2403355	14.601772	3.9103925	0.03327322	0.02231449	0.08036352	0.0	0.031425133	0.014179299	0.118832305	-0.002009279	-0.0010958724	-0.0074955192	1.0389533	-0.29067326	1.0958476	0.015808897	0.2	7.0	97.18879818916321	120000
30	56.163315	8.739574	66.67545	40.825954	0.0	0.0	0.0	0.0	500.0	303.0	2.4814427	0.5976331	0.0	0.0	0.0	0.0	303.0	2.4814427	0.5976331	303.0	2.4814427	0.5976331	31.972668	14.247162	47.640244	17.581745	1.0	0.0	1.0	1.0	253.375	3.0811595916748047	0.4887141936070122	10.403914	2.1818902	13.744645	3.1181433	0.02962083	0.013112676	0.0668139	0.0023668949	0.028140495	0.019389484	0.12453378	-0.022281447	-0.0010398813	-0.009302021	1.6449142	-0.72064507	1.0398941	0.015966455	0.2065	5.0	100.20815372467041	124000
31	36.51253	21.085022	76.71505	8.293027	0.8333333	0.372678	1.0	0.0	292.08334	313.0	2.4955444	0.5984704	0.8333333	0.372678	1.0	0.0	313.0	2.4955444	0.5984704	313.0	2.4955444	0.5984704	80.42802	1.5493419	82.223785	78.08703	0.0	0.0	0.0	0.0	500.0	3.1004176139831543	0.4914201955223896	12.064447	2.473149	16.562653	7.3334985	0.030615544	0.023998084	0.07452836	0.0	0.030433215	0.018695967	0.11088706	-0.0062682973	-0.0008778125	-0.009731395	2.73525	-0.40853512	0.8778132	0.00949865	0.10474999	79.0	103.51177263259888	128000
32	58.614285	15.973663	73.64429	21.124414	0.375	0.48412293	1.0	0.0	433.75	316.0	2.4996872	0.5917603	0.375	0.48412293	1.0	0.0	316.0	2.4996872	0.5917603	316.0	2.4996872	0.5917603	77.5542	1.1029177	78.858864	75.36617	0.0	0.0	0.0	0.0	500.0	3.1241588592529297	0.4947331090538062	11.191411	2.6322196	17.166471	6.074723	0.03095189	0.017033465	0.06614593	1.4576129e-06	0.035340082	0.019559436	0.09839781	-0.007454712	-0.00096926093	-0.010323495	2.3934674	-0.95709145	0.9692433	0.013326834	0.116500005	79.0	106.84995579719543	132000
33	64.65227	3.7375515	68.56132	56.171192	0.125	0.3307189	1.0	0.0	496.375	317.0	2.5010593	0.58379376	0.125	0.3307189	1.0	0.0	317.0	2.5010593	0.58379376	317.0	2.5010593	0.58379376	74.01221	0.7347886	75.0513	73.16073	0.0	0.0	0.0	0.0	500.0	3.148681879043579	0.49812878475372785	13.6399765	2.4882765	17.169859	7.193703	0.034927398	0.023546135	0.07962498	0.0	0.031053495	0.020098312	0.11840434	-0.010290052	-0.0010114387	-0.00583159	1.079909	-0.22571309	1.0114425	0.016102111	0.236	16.0	109.95984101295471	136000
34	61.740807	6.341803	71.9446	54.215557	0.0	0.0	0.0	0.0	500.0	317.0	2.5010593	0.5753176	0.0	0.0	0.0	0.0	317.0	2.5010593	0.5753176	317.0	2.5010593	0.5753176	84.178055	0.8618134	85.72027	83.285866	0.0	0.0	0.0	0.0	500.0	3.1719868183135986	0.5013313738707991	14.201857	1.8949338	17.566317	8.070995	0.029542675	0.0200035	0.06843295	0.0	0.02962742	0.017525844	0.0951807	-0.012645485	-0.00102292	-0.009131915	0.7672048	-0.17615804	1.0229533	0.016932588	0.16999999	7.0	113.07174181938171	140000
35	49.768196	20.220703	69.87047	18.735956	0.5555556	0.49690402	1.0	0.0	377.77777	322.0	2.507856	0.5719361	0.5555556	0.49690402	1.0	0.0	322.0	2.507856	0.5719361	322.0	2.507856	0.5719361	82.99437	0.5182809	83.84427	82.259926	0.0	0.0	0.0	0.0	500.0	3.193148374557495	0.5042190991703376	13.647303	2.486685	17.825893	7.4775753	0.032624196	0.018826952	0.070254624	0.00029257828	0.03367891	0.01524302	0.11263664	0.000870076	-0.00096128136	-0.008470411	1.8967782	-0.11256297	0.9612815	0.016075443	0.13949999	12.0	116.19064331054688	144000
36	57.897785	19.20618	72.410545	21.757093	0.33333334	0.4714045	1.0	0.0	424.33334	325.0	2.5118833	0.5662021	0.33333334	0.4714045	1.0	0.0	325.0	2.5118833	0.5662021	325.0	2.5118833	0.5662021	78.87526	0.5357963	79.75528	77.896255	0.0	0.0	0.0	0.0	500.0	3.2168021202087402	0.5074243463403947	13.85405	2.2600117	17.483847	8.148166	0.034247726	0.016886508	0.06490375	0.00035299457	0.024761684	0.023438772	0.086964905	-0.02526319	-0.0009461157	-0.0069502937	1.5184448	-0.13361551	0.9461334	0.015075892	0.171	15.0	119.33171606063843	148000
37	64.966354	4.220634	72.09079	57.670876	0.0	0.0	0.0	0.0	500.0	325.0	2.5118833	0.5584192	0.0	0.0	0.0	0.0	325.0	2.5118833	0.5584192	325.0	2.5118833	0.5584192	91.59933	0.6371492	92.76	90.594154	0.0	0.0	0.0	0.0	500.0	3.241022825241089	0.5106820896071396	14.229108	2.1766756	17.735947	8.784767	0.031141402	0.027640946	0.084525965	0.0	0.030001093	0.018031526	0.11549485	-0.007828375	-0.0010030735	-0.010213542	0.58649313	-0.1016732	1.0030544	0.017708693	0.218	8.0	122.44362545013428	152000
38	56.63009	22.226582	82.067215	21.433126	0.5	0.5	1.0	0.0	375.5	330.0	2.518514	0.5555556	0.5	0.5	1.0	0.0	330.0	2.518514	0.5555556	330.0	2.518514	0.5555556	84.435135	0.6320483	85.38193	83.22362	0.0	0.0	0.0	0.0	500.0	3.2630083560943604	0.5136181859549065	14.318643	1.9313291	18.032455	7.950978	0.030912403	0.016351959	0.06551718	5.4420692e-05	0.032672197	0.023371302	0.09523244	-0.024964813	-0.0009539202	-0.014183765	2.028319	-0.27477208	0.95390844	0.011381749	0.12550001	79.0	125.76359391212463	156000
39	58.598545	19.043175	76.41959	25.166412	0.25	0.4330127	1.0	0.0	425.75	332.0	2.5211382	0.54966885	0.25	0.4330127	1.0	0.0	332.0	2.5211382	0.54966885	332.0	2.5211382	0.54966885	76.27377	0.37311462	76.71751	75.67801	0.0	0.0	0.0	0.0	500.0	3.2870876789093018	0.5168112884925271	15.288773	2.0661721	18.849174	9.821771	0.034080755	0.028561957	0.08889868	0.0	0.031596076	0.017939882	0.11898234	-0.0013273302	-0.0009706095	-0.0050228164	1.1353905	-0.105576865	0.9706177	0.01509544	0.1855	12.0	128.89461994171143	160000
40	61.921288	7.1261435	74.59703	51.28803	0.0	0.0	0.0	0.0	500.0	332.0	2.5211382	0.5424837	0.0	0.0	0.0	0.0	332.0	2.5211382	0.5424837	332.0	2.5211382	0.5424837	82.82976	0.62137836	83.56273	81.95115	0.0	0.0	0.0	0.0	500.0	3.311075210571289	0.5199690457974067	14.734624	2.2728832	18.71188	9.071348	0.02938549	0.012677554	0.055283926	0.0010743084	0.030340757	0.01864993	0.100875	-0.008934759	-0.0009802431	-0.011811447	0.9476849	-0.27593085	0.98023105	0.015588321	0.19049999	5.0	131.98804831504822	164000
41	66.720566	11.245238	76.01654	38.04977	0.125	0.3307189	1.0	0.0	478.25	333.0	2.5224442	0.5362319	0.125	0.3307189	1.0	0.0	333.0	2.5224442	0.5362319	333.0	2.5224442	0.5362319	89.99519	0.42122856	90.62873	89.489655	0.0	0.0	0.0	0.0	500.0	3.3328347206115723	0.5228137769950141	13.915099	2.031646	17.309717	7.388253	0.030677937	0.022173602	0.07034114	0.0	0.027273746	0.016512506	0.10195303	-0.01091085	-0.00091732293	-0.0017315708	1.0476258	-0.30876565	0.91732746	0.0159909	0.15425	6.0	135.09185147285461	168000
42	61.017212	24.059273	80.41202	20.32011	0.375	0.48412293	1.0	0.0	406.0	336.0	2.5263393	0.5316456	0.375	0.48412293	1.0	0.0	336.0	2.5263393	0.5316456	336.0	2.5263393	0.5316456	89.13573	0.72725374	90.62629	88.32702	0.0	0.0	0.0	0.0	500.0	3.3536715507507324	0.5255205267610099	14.978835	1.9917319	18.171839	8.623795	0.030330706	0.015740866	0.05931757	9.758394e-05	0.024553917	0.01884068	0.11198301	-0.01763573	-0.0008838177	-0.0058925636	1.6841242	-0.25561252	0.8838172	0.016819514	0.13949999	8.0	138.16094255447388	172000
