Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	LogCumulativeCost	CostRate	AverageEpSurrCost	StdEpSurrCost	MaxEpSurrCost	MinEpSurrCost	CumulativeSurrCost	LogCumulativeSurrCost	SurrCostRate	CumulativeViolations	LogCumulativeViolations	ViolationRate	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	TestEpLen	Penalty	LogPenalty	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageVcVals	StdVcVals	MaxVcVals	MinVcVals	AverageQcVals	StdQcVals	MaxQcVals	MinQcVals	LossPi	DeltaLossPi	LossV	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time	TotalEnvInteracts
86	2.505286	2.6163416	9.520588	-1.9253883	4.152971	1.5111501	8.263958	2.065977	89.46512	17359.309	4.2395325	3.0877461	4.152971	1.5111501	8.263958	2.065977	17359.309	4.2395325	3.0877461	5275.0	3.7222226	0.9382782	-0.056746542	0.025461905	-0.022306526	-0.085914746	3.4577231	0.30106166	3.856789	3.0341425	40.75	5.799752235412598	0.7634094409609589	1.0564597	1.2869867	5.6695824	-2.1722047	80.24827	13.8214035	100.0	42.0	-484.50906	142.62009	523.68115	-508.7113	-0.0010446608	0.0032868693	0.15959284	-0.05090548	1.0445848	0.048502266	0.0295	1.0	253.20669078826904	348000
87	2.8914585	2.3360496	8.352543	-1.5135672	4.11873	1.6382351	8.891244	2.0672607	91.39535	17536.414	4.243941	3.0939333	4.11873	1.6382351	8.891244	2.0672607	17536.414	4.243941	3.0939333	5318.0	3.7257483	0.9382498	-0.05677221	0.018661229	-0.026120014	-0.09059882	3.5469313	0.22927147	3.97157	3.2123399	40.875	5.844199180603027	0.7667250090354782	1.4047097	1.3025838	6.303204	-1.2367269	80.42623	13.826811	100.0	46.0	-494.23267	131.97552	529.26227	-514.13214	-0.0010353327	0.0012019413	0.114686854	-0.015016351	1.0353	0.024637835	0.001	1.0	256.01047825813293	352000
88	2.7299325	2.1977978	7.6390576	-2.918937	4.505037	2.3917134	11.224897	2.0762444	90.11905	17725.936	4.248609	3.1021938	4.505037	2.3917134	11.224897	2.0762444	17725.936	4.248609	3.1021938	5360.0	3.7291648	0.9380469	0.056960605	0.034105085	0.10378787	0.021240538	3.6333559	0.4218748	4.2213483	3.159697	38.0	5.890071868896484	0.7701205939508948	1.3251376	1.201823	5.684809	-2.0986357	80.10461	13.918083	100.0	47.0	-490.9768	146.80577	534.7341	-519.4444	-0.0010393504	-0.05470882	0.109751835	-0.013738539	1.0393138	0.007564748	0.2905	79.0	259.0866825580597	356000
89	2.2961004	2.3627172	9.08822	-3.798763	4.714805	2.9944348	17.719849	2.1003447	89.23256	17930.348	4.2535887	3.1123672	4.714805	2.9944348	17.719849	2.1003447	17930.348	4.2535887	3.1123672	5403.0	3.732635	0.937858	0.073845975	0.029408505	0.11174215	0.02751123	3.5993757	0.3077652	4.256521	3.2275748	37.875	5.9376959800720215	0.773617957228157	1.4753101	1.3773288	6.386684	-1.8702383	81.29513	11.965143	100.0	54.0	-499.99316	145.08295	540.1837	-524.73474	-0.0010546595	-0.0042748293	0.23760071	-0.09389824	1.0544951	0.030758379	0.00175	2.0	261.90196418762207	360000
90	3.088687	2.3970609	9.529519	-0.21851638	3.6975343	1.7357923	11.248785	1.9605484	91.53658	18081.945	4.257245	3.114355	3.6975343	1.7357923	11.248785	1.9605484	18081.945	4.257245	3.114355	5444.0	3.735918	0.9376507	0.061121143	0.036784835	0.10518776	0.017827911	3.9312792	0.32162285	4.176823	3.1464438	38.375	5.987125396728516	0.777218354276791	1.3704844	1.2126786	6.252226	-0.7675268	81.26404	12.238558	100.0	52.0	-488.17197	195.55641	545.6311	-530.0227	-0.001050733	-0.0029820255	0.1377798	-0.017880589	1.0507183	0.026735216	0.002	1.0	264.73490047454834	364000
91	2.7146447	2.4290385	8.179229	-2.828546	3.4920452	1.1094013	7.557416	2.0692139	90.52381	18228.611	4.2607536	3.114937	3.4920452	1.1094013	7.557416	2.0692139	18228.611	4.2607536	3.114937	5486.0	3.739256	0.93745726	0.07403974	0.026205935	0.11332167	0.033814136	3.6237278	0.29811978	4.201486	3.249206	37.875	6.036892414093018	0.7808134361844198	1.4450656	1.2988485	7.072721	-1.8261294	81.52572	12.026991	100.0	51.0	-515.84467	132.86798	551.06744	-535.2996	-0.0010402203	-0.003215285	0.15896897	-0.025028978	1.0401194	0.031276498	0.0039999997	1.0	267.5554928779602	368000
92	3.0909693	2.8680282	8.918269	-2.5288463	4.101621	2.26188	13.192047	2.1388807	92.14286	18402.277	4.2648716	3.1200876	4.101621	2.26188	13.192047	2.1388807	18402.277	4.2648716	3.1200876	5528.0	3.742568	0.9372669	0.08991393	0.024523437	0.11882115	0.046456143	3.4378645	0.30591345	4.0585446	3.0585537	37.625	6.08669900894165	0.7843818261512748	1.3839314	1.4331409	5.9546456	-1.8563628	81.76792	12.412396	100.0	49.0	-524.5662	119.27983	556.4868	-540.56006	-0.0010339627	-0.0014681157	0.16698661	-0.036748342	1.0339785	0.027564999	0.0035	1.0	270.3780379295349	372000
93	2.8303509	1.7073853	7.487656	-0.12732331	4.086705	1.206467	6.842621	2.3830853	89.52381	18578.27	4.2690053	3.12555	4.086705	1.206467	6.842621	2.3830853	18578.27	4.2690053	3.12555	5570.0	3.745855	0.9370794	0.073323146	0.027363908	0.11436325	0.03761463	3.5126348	0.27137357	3.9783368	3.1939716	37.875	6.137310028076172	0.7879780623554458	1.5388281	1.1634538	5.6301727	-0.9610734	81.68414	12.196231	100.0	50.0	-501.75766	199.45703	561.89624	-545.8102	-0.0010418296	-0.0033148848	0.16249341	-0.05438436	1.0417904	0.03034065	0.006	1.0	273.205646276474	376000
94	2.7979465	2.232596	8.977054	-0.4199518	4.2223516	1.8022368	10.402881	2.561163	89.06977	18759.83	4.273229	3.1313353	4.2223516	1.8022368	10.402881	2.561163	18759.83	4.273229	3.1313353	5613.0	3.749195	0.9369054	0.069586	0.02198138	0.102640145	0.035158537	3.6494894	0.2221582	4.1040034	3.3087397	38.125	6.188616752624512	0.7915935886268952	1.2927991	1.0382304	5.8610406	-0.5478103	81.92563	12.252969	100.0	49.0	-529.825	131.8388	567.30176	-551.05664	-0.0010382561	-0.0015578861	0.14125298	-0.04254428	1.0381336	0.027047664	0.00625	1.0	276.0321605205536	380000
95	2.840292	2.4381378	12.148318	-1.7453431	4.101362	1.4658961	8.481113	2.257309	90.809525	18933.637	4.277234	3.1362658	4.101362	1.4658961	8.481113	2.257309	18933.637	4.277234	3.1362658	5655.0	3.7524326	0.93672353	0.0875194	0.03530782	0.13445845	0.031148553	3.7049775	0.2641406	4.0454435	3.2799373	38.125	6.240706920623779	0.7952337874928256	1.4862976	1.1853802	7.2642045	-1.218637	82.12258	12.391876	100.0	46.395004	-522.43475	172.37315	572.6752	-556.271	-0.0010352414	-0.0010851093	0.13088876	-0.017832218	1.0352546	0.020634077	0.00075	1.0	278.86568427085876	384000
96	2.8183157	2.493362	11.675665	-2.0634944	3.4537518	1.1017401	8.198987	2.293128	91.68293	19075.34	4.2804723	3.1363597	3.4537518	1.1017401	8.198987	2.293128	19075.34	4.2804723	3.1363597	5696.0	3.75557	0.93653405	0.15350853	0.024007944	0.20697819	0.13086088	4.164729	0.37011114	4.5521708	3.6424274	40.375	6.29334020614624	0.7988812095257178	1.5366658	1.2737371	7.9024386	-1.3811332	82.63016	12.396276	100.0	53.0	-540.989	139.91705	577.9304	-561.36755	-0.0010184641	-0.026562668	0.13334706	-0.009745374	1.0184238	-0.06282669	0.14874999	79.0	281.90281915664673	388000
97	3.1859727	2.0605795	9.461076	-0.59035635	4.210892	1.7572905	9.363714	2.413855	91.19512	19248.52	4.284397	3.1415896	4.210892	1.7572905	9.363714	2.413855	19248.52	4.284397	3.1415896	5737.0	3.7586849	0.9363473	0.11811675	0.03811482	0.18731494	0.08465747	3.615296	0.31809697	4.0198035	3.1271472	40.375	6.345642566680908	0.8024756057899318	1.6328048	1.2533103	7.2664742	-0.73406786	80.851425	12.735224	100.0	49.0	-521.2067	207.51024	582.94885	-566.2274	-0.0010290015	-0.02383574	0.15119496	-0.025200684	1.0289994	-0.080005944	0.1325	79.0	284.9500925540924	392000
98	2.7481136	2.1087313	7.4804497	-2.342199	3.5412216	1.1494168	6.2278423	1.983141	89.0	19397.688	4.28775	3.1423438	3.5412216	1.1494168	6.2278423	1.983141	19397.688	4.28775	3.1423438	5779.0	3.7618527	0.9361737	0.24435627	0.046218317	0.31875682	0.19039167	4.8913636	0.2713438	5.2125134	4.55123	44.875	6.398595809936523	0.8060846772798402	1.4991211	1.1211005	5.6904764	-1.3843192	78.79449	14.1630945	100.0	44.0	-534.0184	177.32841	587.95825	-571.07837	-0.0010090154	-0.021249635	0.14226726	-0.011199843	1.0089719	-0.04600529	0.1205	79.0	287.99012899398804	396000
99	3.7715826	2.541399	10.392611	-0.716112	3.3091974	1.2492476	7.0814953	1.994976	91.95122	19533.367	4.290777	3.1414227	3.3091974	1.2492476	7.0814953	1.994976	19533.367	4.290777	3.1414227	5820.0	3.764923	0.9359923	0.30442107	0.02644303	0.3346883	0.26170233	5.105209	0.4420135	5.6016445	4.204652	45.375	6.451288223266602	0.8096464452389597	2.0903685	1.6411972	8.809944	-1.5689886	77.49221	13.777755	100.0	44.0	-553.11584	153.49155	592.97034	-575.93225	-0.0010399073	-0.005595302	0.21674797	-0.03968532	1.0398748	0.01589003	0.042999998	11.0	290.8634159564972	400000
100	4.049344	2.639161	9.061558	-0.14053135	3.2835069	2.2671814	15.200253	2.0102444	94.7	19664.707	4.2936873	3.1403236	3.2835069	2.2671814	15.200253	2.0102444	19664.707	4.2936873	3.1403236	5860.0	3.7678976	0.93580323	0.26501817	0.039665762	0.34015512	0.21354368	5.3926935	0.4149519	5.996815	4.5630116	46.625	6.503450393676758	0.8131438319281086	2.0720108	1.5636673	7.265681	-0.9629981	77.27133	13.752528	100.0	46.0	-547.7276	183.51399	598.0147	-580.81866	-0.0010575168	-0.001551182	0.20082337	-0.022922263	1.0573804	0.017834274	0.0	2.0	293.68630266189575	404000
101	3.9100268	2.8366368	11.745846	-1.2824634	2.9834776	1.1583567	8.25519	1.8475609	92.97561	19787.03	4.2963805	3.1373124	2.9834776	1.1583567	8.25519	1.8475609	19787.03	4.2963805	3.1373124	5901.0	3.7709255	0.9356271	0.046078566	0.029575884	0.07931529	-0.008844721	5.265121	0.3602246	5.7209935	4.7033176	50.25	6.555105686187744	0.8165796980944693	2.0114815	1.5936135	7.495581	-0.9670805	77.1598	14.034852	100.0	46.0	-545.5675	194.14148	603.08795	-585.73334	-0.001058327	-0.021066543	0.23135906	-0.028543413	1.0582716	-0.011183757	0.10699999	79.0	296.75224447250366	408000
102	5.162847	2.683578	12.995038	-0.80147916	2.6600404	0.49587783	4.422062	1.9867649	95.65	19893.43	4.29871	3.1323302	2.6600404	0.49587783	4.422062	1.9867649	19893.43	4.29871	3.1323302	5941.0	3.7738595	0.9354432	6.1617	0.42238554	6.757317	5.5831037	10.005154	2.4399922	13.947464	7.006999	112.375	6.605917930603027	0.8199331738804271	2.3846185	1.5997379	7.8881226	-0.23438606	77.20975	14.584348	100.0	43.0	-533.4307	240.5063	608.20056	-590.6874	-0.0010822867	-0.023663381	0.25105348	-0.050988995	1.0822289	-0.04820025	0.16475	79.0	299.8591687679291	412000
103	5.253425	2.9755673	12.478279	-1.213898	2.8771667	1.1196268	7.9025497	1.9560413	96.05	20008.518	4.3012147	3.1287751	2.8771667	1.1196268	7.9025497	1.9560413	20008.518	4.3012147	3.1287751	5981.0	3.776774	0.9352619	6.1828794	0.58813745	6.8925285	5.196006	10.58786	3.271051	14.9070015	6.172991	113.125	6.655550003051758	0.8231839506327094	2.4112265	1.7574944	9.615001	-0.67334485	76.5536	13.294033	100.0	45.0	-564.0694	182.46042	613.32434	-595.65295	-0.0010667776	-0.00228126	0.19258657	-0.021848608	1.0667323	0.015288383	0.0	1.0	302.70526671409607	416000
104	4.161666	2.391598	10.237413	-1.3277835	2.8195283	0.8578279	6.5782657	1.8790817	92.97561	20124.117	4.3037167	3.124863	2.8195283	0.8578279	6.5782657	1.8790817	20124.117	4.3037167	3.124863	6022.0	3.7797408	0.93509316	5.957164	0.44621524	6.6960897	5.522093	9.088266	2.6442223	14.394318	5.696916	112.5	6.704412937164307	0.8263607554445486	2.3119829	1.7698429	9.096596	-1.3846421	76.541626	13.191483	100.0	48.0	-561.7899	197.59378	618.4973	-600.6669	-0.0010806192	-0.0027674474	0.30318117	-0.08857252	1.0806321	0.024673399	0.00025	1.0	305.57607650756836	420000
105	5.0419126	3.150646	11.790279	-2.162656	3.4773579	2.959974	17.80692	1.9820747	94.46342	20266.688	4.3067827	3.1251638	3.4773579	2.959974	17.80692	1.9820747	20266.688	4.3067827	3.1251638	6063.0	3.7826877	0.93492675	5.694381	0.4357238	6.162371	4.9052672	9.099445	2.2794232	12.67132	5.198548	113.25	6.7525105476379395	0.8294652712419212	2.25324	1.574742	7.9027705	-1.5232493	77.039825	13.363526	100.0	47.491142	-569.2734	199.54141	623.6713	-605.68256	-0.0010755127	-0.0012534121	0.33493865	-0.053124372	1.0754147	0.02564291	0.00025	1.0	308.42580580711365	424000
106	5.1006894	3.062187	13.369752	0.04186335	2.8596458	1.3198513	10.080084	1.8576546	96.475	20381.074	4.309227	3.1216226	2.8596458	1.3198513	10.080084	1.8576546	20381.074	4.309227	3.1216226	6103.0	3.7855434	0.93475264	5.8905497	0.377799	6.419537	5.0988626	9.502498	2.1123912	13.582905	6.7508264	112.0	6.800790309906006	0.8325593843661527	2.3621962	1.7480994	8.248039	-0.46082327	77.634705	13.368271	100.0	42.0	-562.8976	223.11818	628.87866	-610.73096	-0.0010549137	-0.0018976405	0.25821382	-0.054719884	1.0549052	0.029209767	0.00075	1.0	311.2943902015686	428000
107	4.72001	2.8050478	10.787125	-0.16286159	3.1892283	2.0656357	12.824013	1.9815388	95.5	20508.645	4.311937	3.1201346	3.1892283	2.0656357	12.824013	1.9815388	20508.645	4.311937	3.1201346	6143.0	3.7883806	0.93458086	5.281206	0.55475885	6.0786953	4.5001264	8.939646	2.5457087	12.222634	4.926738	113.75	6.848422527313232	0.8355905471743147	2.2877445	1.6723993	8.132136	-1.9335935	77.80561	13.33884	100.0	47.0	-577.3259	204.91066	634.0893	-615.7834	-0.0010519959	-0.0027581884	0.23071446	-0.0283445	1.0520699	0.034184266	0.006	1.0	314.1535758972168	432000
108	4.6342897	2.9427266	11.698601	-0.117970645	3.2026055	1.8485392	14.01771	2.0349407	96.075	20636.748	4.3146415	3.1187468	3.2026055	1.8485392	14.01771	2.0349407	20636.748	4.3146415	3.1187468	6183.0	3.7911992	0.93441135	5.3285294	0.27175722	5.706538	4.71803	9.51176	2.0786512	14.019433	6.698967	113.25	6.8959126472473145	0.8385917515030328	2.1719909	1.5124896	7.508722	-0.26946625	78.26433	13.668114	100.0	46.0	-573.5791	229.48114	639.31006	-620.84595	-0.0010265198	0.00032554023	0.23328671	-0.049313717	1.0264996	0.02759026	0.00175	1.0	317.01821637153625	436000
109	4.695273	2.8222702	11.366327	0.3377975	3.3065007	1.9864434	15.373121	2.2473583	93.902435	20772.316	4.317485	3.11803	3.3065007	1.9864434	15.373121	2.2473583	20772.316	4.317485	3.11803	6224.0	3.7940695	0.934254	5.075604	0.39970392	5.705522	4.433319	9.040552	2.2191916	12.463234	6.4602995	113.875	6.943296909332275	0.8415657369586412	2.472115	1.8016132	9.691493	-0.8404057	78.26986	13.668505	100.0	43.0	-581.8138	226.65779	644.5613	-625.9386	-0.0010301191	0.0014799992	0.34362423	-0.094942935	1.0301516	0.017093593	0.0	2.0	319.8923032283783	440000
110	4.684339	2.8413892	9.935167	-0.92875975	3.0932689	1.0244339	8.192134	1.9404888	96.025	20896.047	4.320064	3.1160226	3.0932689	1.0244339	8.192134	1.9404888	20896.047	4.320064	3.1160226	6264.0	3.7968516	0.9340889	0.053267553	0.029762499	0.09682089	0.0010241821	4.911511	0.30438244	5.4312954	4.5509024	50.125	6.990725517272949	0.8445222503947847	2.2573931	1.625114	7.731171	-0.9905081	78.50628	13.648959	100.0	47.0	-598.92285	190.93134	649.71765	-630.93616	-0.0010177079	-0.019346088	0.21431673	-0.028525308	1.0177282	-0.019882604	0.12625	79.0	322.95324063301086	444000
111	5.189391	3.1953769	12.285517	-1.369807	2.765201	0.53303504	4.1439443	1.9479294	95.9	21006.652	4.3223567	3.1120965	2.765201	0.53303504	4.1439443	1.9479294	21006.652	4.3223567	3.1120965	6304.0	3.799616	0.9339259	13.333324	0.44007373	14.076529	12.81341	5.1871133	1.534456	7.780863	3.2846222	101.375	7.037913799285889	0.8474439432715889	2.5612295	1.685993	7.507644	-0.46925426	78.53158	14.758182	100.0	46.0	-596.3728	198.9511	654.9957	-636.0565	-0.0010260195	-0.051685467	0.2565497	-0.03515988	1.0259916	-0.02421166	0.32999998	79.0	326.0302896499634	448000
112	4.451275	2.5026524	11.499412	-2.8928986	2.9778233	0.85603124	6.8146973	1.9650154	96.325	21125.768	4.3248124	3.1094742	2.9778233	0.85603124	6.8146973	1.9650154	21125.768	4.3248124	3.1094742	6344.0	3.8023632	0.9337651	13.557835	0.32518992	14.123847	12.909477	6.0500073	1.7046145	8.506788	2.899959	101.25	7.084449768066406	0.8503061253001889	2.2759068	1.6220264	8.61505	-1.7279944	79.16558	12.442514	100.0	52.0	-593.9381	233.30833	660.3113	-641.21423	-0.0010272451	-0.0053164447	0.22764371	-0.039453506	1.0272273	0.03907921	0.017	2.0	328.88083958625793	452000
113	4.991401	2.6753025	10.111908	-0.81557393	2.8491297	0.507588	4.2457123	1.9339619	97.38461	21237.389	4.327101	3.1062438	2.8491297	0.507588	4.2457123	1.9339619	21237.389	4.327101	3.1062438	6383.0	3.8050249	0.9335966	13.607786	0.4083596	14.167422	12.917119	6.090127	1.8723712	8.818409	3.0450673	100.875	7.130690097808838	0.853131562273653	2.3085103	1.4582373	6.7462654	-0.81395674	79.30257	12.574436	100.0	46.0	-584.14813	271.99338	665.64124	-646.3856	-0.0010148305	-0.003356819	0.21206851	-0.031580165	1.0148749	0.03335391	0.0065	1.0	331.7395930290222	456000
114	5.3178024	3.4510205	14.257766	-0.5943907	3.3978405	1.982592	14.8588295	2.1595306	97.05	21373.305	4.3298717	3.1061335	3.3978405	1.982592	14.8588295	2.1595306	21373.305	4.3298717	3.1061335	6423.0	3.8077378	0.9334399	13.1009865	0.37498495	13.629566	12.600803	4.274597	1.1162738	5.8956842	2.7960563	100.875	7.176494598388672	0.8559123623031508	2.531523	1.9038109	9.343349	-1.5641148	79.858315	12.75524	100.0	50.0	-615.26404	209.45792	670.96814	-651.55457	-0.0010137185	0.00030576624	0.3358084	-0.04738502	1.0136919	0.0259015	0.002	1.0	334.5845100879669	460000
115	5.188266	3.1783733	14.028335	-0.43957734	3.2840996	1.950757	14.721517	2.2690077	94.60976	21507.951	4.332599	3.105393	3.2840996	1.950757	14.721517	2.2690077	21507.951	4.332599	3.105393	6464.0	3.8105013	0.93329483	13.167515	0.42384297	13.893879	12.521858	5.794488	1.0624329	8.020542	4.459563	102.125	7.222649574279785	0.8586965444396293	2.5208137	1.7681783	9.009504	-1.3783257	80.1807	12.741329	100.0	49.0	-623.5404	199.54083	676.2996	-656.72784	-0.0010087136	0.0013057401	0.34021616	-0.07172887	1.0087864	0.016159197	0.0	1.0	337.48724389076233	464000
116	6.788472	2.9640265	14.166837	2.4423835	3.1334145	0.69918275	5.926059	2.1121001	99.97298	21624.086	4.3349376	3.1037872	3.1334145	0.69918275	5.926059	2.1121001	21624.086	4.3349376	3.1037872	6501.0	3.8129802	0.9331133	12.983668	0.5696171	13.868413	12.268296	5.6707525	2.0976212	8.509266	2.713972	101.875	7.268968105316162	0.8614727632696626	3.0573757	1.7807461	9.534033	-0.0931249	80.62871	12.677576	100.0	48.408936	-624.4249	203.62875	681.62836	-661.89813	-0.0009972807	-0.0009745599	0.27171013	-0.08678421	0.997296	0.029093374	0.0105	2.0	340.3418629169464	468000
117	6.0812135	2.998588	11.7922735	-0.6770838	3.1856582	0.6400664	4.4141216	2.1434364	95.675	21754.676	4.3375525	3.1029348	3.1856582	0.6400664	4.4141216	2.1434364	21754.676	4.3375525	3.1029348	6541.0	3.8156443	0.9329625	3.6618452	3.28524	10.078743	0.11314997	20.790558	8.919081	30.427011	8.33049	117.875	7.315234184265137	0.8642282338524614	2.9974687	1.7830064	8.807903	-0.3318775	80.62243	12.882116	100.0	47.0	-605.2288	266.29996	686.8083	-666.92035	-0.0009848028	-0.014883542	0.28175783	-0.050514437	0.98484355	-0.09303646	0.118750006	79.0	343.47164273262024	472000
118	4.438115	2.6602237	11.287626	0.1387208	2.8512363	0.49518797	4.322781	1.9027576	95.4	21868.727	4.3398237	3.0997486	2.8512363	0.49518797	4.322781	1.9027576	21868.727	4.3398237	3.0997486	6581.0	3.818292	0.9328136	1.3562543	3.3586147	10.241937	0.04927353	10.494627	10.246002	37.590427	6.0225353	69.5	7.3615264892578125	0.8669678791638893	2.5032735	1.4923905	8.479004	-0.45280144	78.24589	13.750916	100.0	46.0	-603.31555	283.6387	691.92786	-671.88245	-0.00097284	-0.016741712	0.2560729	-0.06754488	0.972806	0.0010726878	0.13100001	79.0	346.56142497062683	476000
119	5.4510603	3.1771085	13.616935	-0.34757748	3.101294	0.60966647	5.0437617	2.0939198	95.8	21992.777	4.34228	3.0980105	3.101294	0.60966647	5.0437617	2.0939198	21992.777	4.34228	3.0980105	6621.0	3.8209236	0.9326666	9.941522	0.4298849	10.699787	9.442862	2.5886781	0.33099967	3.034503	2.0874405	99.625	7.407392501831055	0.869665357593824	2.5963676	1.8303627	9.729901	-0.75604254	78.26199	14.716724	100.0	42.0	-622.28735	256.01822	697.172	-676.9686	-0.0009834412	-0.042422242	0.20433374	-0.027919222	0.98334867	-0.02497625	0.31725	79.0	349.6344242095947	480000
120	5.0688543	2.9366872	12.856905	0.015442256	3.0863612	1.0152105	7.164681	1.9810963	96.6	22116.232	4.3447113	3.0962107	3.0863612	1.0152105	7.164681	1.9810963	22116.232	4.3447113	3.0962107	6661.0	3.8235395	0.93252134	10.146194	0.32309163	10.577497	9.653797	2.7276087	0.37693784	3.3599572	2.2378492	100.125	7.453219413757324	0.8723439065222716	2.5314407	1.8640714	9.63489	-1.0221279	79.05732	12.118667	100.0	51.0	-618.20844	276.25433	702.4378	-682.0767	-0.0009830296	-0.004769468	0.2064335	-0.028019432	0.98297817	0.020888705	0.0	1.0	352.49637603759766	484000
121	4.3778334	2.4420702	11.939093	-0.21955885	2.9344592	0.5133859	4.6863236	2.1467266	94.975	22233.611	4.34701	3.0935872	2.9344592	0.5133859	4.6863236	2.1467266	22233.611	4.34701	3.0935872	6701.0	3.8261397	0.9323779	9.606364	0.5646839	10.514951	8.643858	2.635478	0.33197892	3.0869799	2.1237707	100.25	7.498993396759033	0.8750029711820684	2.1205812	1.5160599	8.604941	-0.21473585	79.171814	12.07729	100.0	49.319946	-631.08936	262.14426	707.7258	-687.20654	-0.0009756298	-0.006798922	0.18137747	-0.014072329	0.97550637	0.03711287	0.0145	1.0	355.33922290802	488000
122	4.697918	2.5276415	12.259688	0.6533722	2.9970274	1.0278311	8.806282	2.0752525	97.775	22353.492	4.349345	3.0913417	2.9970274	1.0278311	8.806282	2.0752525	22353.492	4.349345	3.0913417	6741.0	3.8287244	0.9322362	9.601073	0.80448574	10.588276	8.294789	2.9272356	0.31742808	3.2672224	2.3149762	100.625	7.544517993927002	0.8776314986822447	2.2495542	1.4619521	8.564666	-0.3690856	79.81948	12.498615	100.0	51.0	-631.87494	274.51553	713.02356	-692.3467	-0.000967816	-0.0024893745	0.19462755	-0.018755913	0.9678025	0.038855415	0.0215	1.0	358.20216059684753	492000
123	5.389739	2.730878	12.883412	-0.0086184	3.1251142	0.6166799	4.9502773	2.3160477	96.625	22478.496	4.351767	3.0898275	3.1251142	0.6166799	4.9502773	2.3160477	22478.496	4.351767	3.0898275	6781.0	3.8312938	0.93209624	9.513374	0.88961303	10.684752	8.126495	2.6269524	0.25475836	3.0608635	2.3132467	99.75	7.589905738830566	0.8802363823039197	2.4347987	1.6930597	9.221513	-0.17907608	80.272156	12.483102	100.0	49.0	-650.5247	244.67859	718.33765	-697.5029	-0.00096253864	-0.0013330269	0.22609565	-0.03041631	0.9625572	0.035783093	0.01675	1.0	361.0546541213989	496000
124	5.2662544	2.8618226	13.0129175	-0.10455666	3.1996717	0.5783054	4.241884	2.027254	97.125	22606.482	4.354233	3.0887392	3.1996717	0.5783054	4.241884	2.027254	22606.482	4.354233	3.0887392	6821.0	3.833848	0.9319579	9.296001	0.7512102	10.4161625	8.090806	2.6376421	0.3214695	3.0601473	2.1443954	99.5	7.635350227355957	0.882828962586894	2.546458	1.7176831	8.455051	-0.09509535	80.19441	12.641217	100.0	49.0	-624.80774	317.11664	723.64404	-702.65173	-0.00095771253	-0.00019111391	0.2039669	-0.015674826	0.95762134	0.031106714	0.0075	1.0	363.9147729873657	500000
125	5.3698516	2.3004656	11.237913	1.3966749	3.049707	0.6787283	5.2302895	1.9505253	96.25	22728.47	4.3565702	3.0868492	3.049707	0.6787283	5.2302895	1.9505253	22728.47	4.3565702	3.0868492	6861.0	3.8363874	0.9318213	8.59055	0.48421583	9.372824	7.7712355	2.824521	0.22383502	3.0852747	2.4066577	101.25	7.680950164794922	0.8854149473496054	2.5522144	1.5687648	8.157645	-0.120148614	80.63745	12.591899	100.0	50.0	-612.07697	346.3673	728.9435	-707.79346	-0.0009545628	0.0009145648	0.18608057	-0.016964512	0.95463043	0.02104415	0.002	1.0	366.763151884079	504000
126	4.5174904	3.0726597	14.032764	-2.0607858	3.2403934	0.81536895	5.857806	2.0493846	95.525	22858.086	4.35904	3.0860114	3.2403934	0.81536895	5.857806	2.0493846	22858.086	4.35904	3.0860114	6901.0	3.838912	0.9316862	7.4357796	0.84481555	9.138915	6.458744	2.8354006	0.28397617	3.2027073	2.4117923	101.375	7.726487159729004	0.887982087204108	2.3180408	1.538587	8.05547	-1.7468868	80.86183	12.6484995	100.0	49.0	-637.70544	308.82703	734.0927	-712.7852	-0.00094387494	-0.016381705	0.26327935	-0.04447804	0.9439094	-0.090786286	0.12325	79.0	369.8527796268463	508000
127	4.287	2.6460457	13.870541	-1.4014301	3.2050064	0.9504373	7.6845417	2.0909185	96.8	22986.287	4.361469	3.0849936	3.2050064	0.9504373	7.6845417	2.0909185	22986.287	4.361469	3.0849936	6941.0	3.841422	0.9315528	6.54154	0.77743435	8.036913	5.5902643	2.7978382	0.13591793	3.003097	2.6210284	95.75	7.772231578826904	0.8905457322144548	2.1887245	1.2634426	9.540018	-0.517358	79.12855	13.940855	100.0	46.0	-654.7174	284.14258	739.236	-717.77167	-0.0009219311	-0.015060088	0.22728781	-0.055091	0.92195773	-0.022940254	0.12849998	79.0	372.9369566440582	512000
128	5.018988	2.6784048	11.19469	-1.9317372	3.09263	0.49655303	4.522047	1.9803123	96.375	23109.992	4.3638	3.0833879	3.09263	0.49655303	4.522047	1.9803123	23109.992	4.3638	3.0833879	6981.0	3.8439176	0.9314209	4.686565	0.35553622	5.276521	4.1471343	3.3184776	0.24824917	3.6263313	2.9166155	101.25	7.818116188049316	0.893102120362502	2.5205698	1.663422	8.433489	-2.1448739	79.17087	13.104123	100.0	48.0	-661.91516	285.18716	744.2297	-722.608	-0.0009285519	-0.01451114	0.19115955	-0.0234016	0.92858726	-0.05480893	0.11625	79.0	376.02307868003845	516000
